CustomerCode,Recency,Frequency,Monetary,Recency_rank_norm,Frequency_rank_norm,Monetary_rank_norm,RFM_Score,Customer_segment
120-0331,7,3,48777.14,3.3816359696641385,0.3955613577023496,2.1288515406162465,1.9686829559942447,Low Value Customers
120-0337,0,1522,2062733.44,5.0,5.0,5.0,5.0,Top Customers
120-0338,8,123,121689.9,3.2516251354279526,3.309399477806788,3.1143366437484086,3.2251204189943827,High Value Customers
120-0339,59,69,145327.63999999998,1.6996208017334775,2.7075718015665795,3.3358798064680415,2.581024136589366,Medium Value Customers
120-0341,0,136,230190.92,5.0,3.4112271540469976,3.840081487140311,4.0837695470624364,Top Customers
120-0345,1,681,755728.71,4.4555796316359695,4.779373368146214,4.805194805194805,4.6800492683256625,Top Customers
120-0346,59,7,21514.23,1.6996208017334775,0.8772845953002611,1.4260249554367201,1.3343101174901528,Low Value Customers
120-0353,3,364,240650.96,3.8434452871072593,4.37597911227154,3.898650369238605,4.0393582562058015,Top Customers
120-0355,377,1,3265.84,0.0,0.0,0.4201680672268908,0.1400560224089636,Lost Customers
120-0382,70,28,109685.11,1.608884073672806,1.894255874673629,2.992105933282404,2.1650819605429463,Medium Value Customers
120-0407,1,188,510022.61,4.4555796316359695,3.778067885117493,4.58619811560988,4.273281877454448,Top Customers
120-0409,1,239,695650.91,4.4555796316359695,4.0,4.761904761904763,4.405828131180243,Top Customers
120-0417,10,248,173105.49,3.070151679306609,4.04177545691906,3.5446906035141326,3.5522059132466004,High Value Customers
120-0450,16,13,29527.92,2.718039003250271,1.2885117493472582,1.6679399032340207,1.8914968852771832,Low Value Customers
120-0451,44,37,26010.89,1.9176598049837488,2.1475195822454305,1.5711739241151006,1.87878443711476,Low Value Customers
120-0453,1,23,23875.989999999998,4.4555796316359695,1.7597911227154046,1.4998726763432646,2.571747810231546,Medium Value Customers
120-0454,219,8,3833.9700000000003,0.7164138678223185,0.9516971279373365,0.49146931499872676,0.7198601035861272,Lost Customers
120-0457,2,77,242307.96,4.0885698808234014,2.83289817232376,3.9139292080468553,3.6117990870646723,High Value Customers
120-0490,6,175,231256.2,3.5387323943661975,3.6932114882506526,3.8502673796791442,3.694070420765331,High Value Customers
120-0494,2,418,818200.33,4.0885698808234014,4.467362924281984,4.843391902215433,4.466441569106939,Top Customers
120-0496,63,6,2447.38,1.664409534127844,0.7832898172323759,0.33613445378151274,0.9279446017139108,Lost Customers
120-0497,6,29,11334.58,3.5387323943661975,1.9138381201044385,0.9880315762668704,2.146867363579169,Medium Value Customers
120-0500,19,515,197550.3,2.5799024918743227,4.614882506527414,3.6847466259230965,3.6265105414416112,High Value Customers
120-0505,1,1911,839527.99,4.4555796316359695,5.0,4.8586707410236825,4.77141679088655,Top Customers
120-0508,6,38,409128.52,3.5387323943661975,2.174934725848564,4.385026737967914,3.3662312860608914,High Value Customers
120-0509,222,2,2894.31,0.7042253521126762,0.2245430809399477,0.3768780239368476,0.43521548566315715,Lost Customers
120-0511,1,225,371324.86,4.4555796316359695,3.928198433420365,4.31117901706137,4.231652360705901,Top Customers
120-0515,1,1081,539816.4,4.4555796316359695,5.0,4.626941685765215,4.694173772467061,Top Customers
120-0523,0,1355,1187508.11,5.0,5.0,5.0,5.0,Top Customers
120-0524,48,9,14829.42,1.878385698808234,1.0300261096605743,1.1229946524064172,1.343802153625075,Low Value Customers
120-0527,10,98,76803.84,3.070151679306609,3.0796344647519582,2.582123758594347,2.9106366342176377,Medium Value Customers
120-0528,23,1,2942.16,2.437703141928494,0.0,0.38961038961038985,0.9424378438462945,Lost Customers
120-0529,9,171,155483.57,3.1595341278439872,3.66710182767624,3.4071810542398784,3.411272336586702,High Value Customers
120-0538,0,774,867637.62,5.0,5.0,5.0,5.0,Top Customers
120-0539,1,114,91795.13,4.4555796316359695,3.22976501305483,2.7680162974280624,3.4844536473729537,High Value Customers
120-0546,9,580,1169549.11,3.1595341278439872,4.6827676240208875,5.0,4.280767250621625,Top Customers
120-0550,0,358,251094.88,5.0,4.360313315926892,3.9648586707410236,4.4417239955559715,Top Customers
120-0553,192,4,8846.039999999999,0.8477789815817987,0.54177545691906,0.8326967150496564,0.7407503845168384,Lost Customers
120-0564,1,1232,1316442.29,4.4555796316359695,5.0,5.0,4.818526543878656,Top Customers
120-0582,3,229,142232.64,3.8434452871072593,3.949086161879895,3.318054494525083,3.703528647837412,High Value Customers
120-0591,28,139,175662.7,2.2914409534127844,3.4399477806788505,3.5650623885918007,3.0988170408944784,High Value Customers
120-0614,8,86,346530.45,3.2516251354279526,2.977806788511749,4.247517188693659,3.492316370877787,High Value Customers
120-0629,1,402,324240.77999999997,4.4555796316359695,4.4425587467362915,4.196587725999491,4.36490870145725,Top Customers
120-0649,3,439,461893.98,3.8434452871072593,4.497389033942559,4.484339190221544,4.275057837090454,Top Customers
120-0650,14,89,104740.41,2.8439869989165762,3.016971279373368,2.9233511586452763,2.9281031456450735,Medium Value Customers
120-0652,0,345,482275.39,5.0,4.33420365535248,4.535268652915711,4.6231574360893966,Top Customers
120-0653,26,202,365428.91,2.3429035752979415,3.8342036553524803,4.300993124522536,3.4927001183909856,High Value Customers
120-0673,37,21,65752.7,2.0476706392199353,1.6697127937336813,2.4267888973771328,2.048057443443583,Medium Value Customers
120-0709,10,18,15593.779999999999,3.070151679306609,1.5535248041775456,1.181563534504711,1.9350800059962883,Low Value Customers
120-0724,136,13,40570.12,1.1592632719393283,1.2885117493472582,1.9404125286478229,1.4627291833114697,Low Value Customers
120-0728,44,12,25103.63,1.9176598049837488,1.2180156657963446,1.5355233002291826,1.557066257003092,Low Value Customers
120-0742,0,581,522855.69,5.0,4.68798955613577,4.609116373822256,4.765701976652675,Top Customers
120-0745,23,165,470329.16,2.437703141928494,3.62532637075718,4.5047109752992105,3.5225801626616278,High Value Customers
120-0750,30,71,149088.35,2.2034127843987,2.7493472584856393,3.3664374840845426,2.7730658423229606,Medium Value Customers
120-0755,16,112,63137.409999999996,2.718039003250271,3.199738903394256,2.3605805958747133,2.7594528341730795,Medium Value Customers
120-0792,1,43,278409.68,4.4555796316359695,2.3172323759791125,4.08454290807232,3.619118305229134,High Value Customers
120-0801,6,272,951125.57,3.5387323943661975,4.1266318537859,5.0,4.2217880827173655,Top Customers
120-0806,7,60,47043.35,3.3816359696641385,2.5900783289817233,2.0855614973262036,2.685758598657355,Medium Value Customers
120-0815,2,678,594748.7,4.0885698808234014,4.776762402088773,4.682964094728801,4.516098792546991,Top Customers
120-0817,3,165,206657.01,3.8434452871072593,3.62532637075718,3.733129615482557,3.7339670911156655,High Value Customers
120-0821,29,136,240063.85,2.2494582881906826,3.4112271540469976,3.8961038961038965,3.1855964461138586,High Value Customers
120-0833,3,909,1019961.42,3.8434452871072593,5.0,5.0,4.614481762369087,Top Customers
120-0845,85,121,132867.96,1.505958829902492,3.2872062663185377,3.24166030048383,2.678275132234953,Medium Value Customers
120-0864,10,235,678799.9,3.070151679306609,3.9869451697127936,4.746625923096512,3.934574257371971,High Value Customers
120-0867,2,272,434606.85,4.0885698808234014,4.1266318537859,4.423223834988541,4.21280852319928,Top Customers
120-0871,22,73,206730.83,2.4851029252437704,2.7806788511749345,3.7356760886172653,3.00048595501199,High Value Customers
120-0876,142,2,1901.43,1.1308234019501626,0.2245430809399477,0.25464731347084296,0.5366712654536511,Lost Customers
120-0881,177,9,10008.300000000001,0.9249729144095342,1.0300261096605743,0.9218232747644515,0.9589407662781866,Lost Customers
120-0885,42,19,27585.260000000002,1.9637053087757315,1.590078328981723,1.6246498599439776,1.7261444992338104,Low Value Customers
120-0886,18,296,131729.17,2.6015709642470206,4.207571801566579,3.2263814616755795,3.345174742496393,High Value Customers
120-0892,1,99,91309.34999999999,4.4555796316359695,3.0848563968668405,2.7603768780239366,3.433604302175582,High Value Customers
120-0899,0,777,788439.5,5.0,5.0,4.825566590272472,4.941855530090823,Top Customers
120-0902,239,46,47870.06,0.6351570964247023,2.366840731070496,2.1033868092691623,1.7017948789214534,Low Value Customers
120-0905,278,1,80.98,0.47399783315276295,0.0,0.0025464731347086367,0.15884810209582387,Lost Customers
120-0912,57,7,6215.5,1.7348320693391115,0.8772845953002611,0.6671759612936086,1.0930975419776603,Low Value Customers
120-0932,58,231,106858.79,1.7185807150595882,3.95953002610966,2.946269416857652,2.8747933860089665,Medium Value Customers
120-0933,3,116,64847.82,3.8434452871072593,3.2493472584856398,2.408963585434174,3.167252043675691,High Value Customers
120-1010,1,147,209963.98,4.4555796316359695,3.5078328981723232,3.7535014005602236,3.9056379767895057,High Value Customers
120-1015,21,7,10978.89,2.5257313109425787,0.8772845953002611,0.9727527374586199,1.4585895479004867,Low Value Customers
120-1024,386,2,1757.34,0.0,0.2245430809399477,0.22918258212375855,0.1512418876879021,Lost Customers
120-1028,2,435,108723.09,4.0885698808234014,4.490861618798956,2.9793735676088615,3.852935022410406,High Value Customers
120-1029,0,470,264653.5,5.0,4.550913838120104,4.023427552839317,4.524780463653141,Top Customers
120-1030,2,420,613007.6,4.0885698808234014,4.473890339425587,4.703335879806469,4.421932033351819,Top Customers
120-1037,11,163,110265.3,3.0010834236186352,3.614882506527415,2.9946524064171127,3.203539445521054,High Value Customers
120-1040,1,1079,466312.38,4.4555796316359695,5.0,4.4945250827603775,4.650034904798782,Top Customers
120-1504,0,236,123421.74,5.0,3.990861618798955,3.1270690094219504,4.039310209406969,Top Customers
120-1505,181,36,32907.07,0.9087215601300107,2.1096605744125325,1.7545199898141075,1.5909673747855502,Low Value Customers
120-1518,0,3266,1108215.06,5.0,5.0,5.0,5.0,Top Customers
120-1520,1,262,237682.3,4.4555796316359695,4.0822454308094,3.8833715304303538,4.140398864291908,Top Customers
120-1523,8,27,73199.1,3.2516251354279526,1.8681462140992164,2.541380188439012,2.55371717932206,Medium Value Customers
120-1541,1,48,73687.34,4.4555796316359695,2.39556135770235,2.5439266615737206,3.1316892169706803,High Value Customers
120-1542,1,340,273542.21,4.4555796316359695,4.323759791122715,4.064171122994653,4.281170181917779,Top Customers
120-1544,0,1566,1409989.87,5.0,5.0,5.0,5.0,Top Customers
120-1545,417,6,5357.85,0.0,0.7832898172323759,0.6187929717341484,0.4673609296555081,Lost Customers
120-1549,0,1131,1155968.42,5.0,5.0,5.0,5.0,Top Customers
120-1550,11,32,67072.21,3.0010834236186352,2.019582245430809,2.4497071555895085,2.490124274879651,Medium Value Customers
120-1555,8,130,248599.44,3.2516251354279526,3.3838120104438643,3.9470333587980644,3.5274901682232933,High Value Customers
120-1563,301,11,19463.68,0.3602383531960997,1.1540469973890337,1.3725490196078431,0.9622781233976587,Lost Customers
120-1569,15,13,9213.8,2.787107258938245,1.2885117493472582,0.8581614463967405,1.6445934848940813,Low Value Customers
120-1573,11,14,14888.86,3.0010834236186352,1.342036553524804,1.128087598675834,1.8237358586064243,Low Value Customers
120-1578,139,162,125567.95,1.1524918743228603,3.6044386422976498,3.162719633307869,2.6398833833094595,Medium Value Customers
120-1579,21,102,97776.13,2.5257313109425787,3.108355091383812,2.849503437738732,2.827863280021707,Medium Value Customers
120-1586,400,8,6542.6,0.0,0.9516971279373365,0.6926406926406926,0.5481126068593429,Lost Customers
120-1592,0,1333,597360.94,5.0,5.0,4.690603514132926,4.896867838044308,Top Customers
120-1602,0,954,736939.51,5.0,5.0,4.7822765469824295,4.9274255156608096,Top Customers
120-1607,0,1485,608251.34,5.0,5.0,4.698242933537051,4.899414311179017,Top Customers
120-1611,0,1202,469043.67,5.0,5.0,4.497071555895086,4.832357185298362,Top Customers
120-1612,399,55,44240.17,0.0,2.519582245430809,2.0218996689584925,1.513827304796434,Low Value Customers
120-1615,1,1244,573119.77,4.4555796316359695,5.0,4.662592309651132,4.706057313762367,Top Customers
120-1616,0,141,151244.83,5.0,3.463446475195822,3.3817163228927933,3.9483875993628716,High Value Customers
120-1619,2,230,136287.22,4.0885698808234014,3.9530026109660574,3.2696715049656224,3.770414665585027,High Value Customers
120-1653,1,1102,521021.61,4.4555796316359695,5.0,4.604023427552839,4.686534353062936,Top Customers
120-1656,0,719,469726.99,5.0,4.821148825065274,4.5021645021645025,4.774437775743259,Top Customers
120-1666,11,33,56776.42,3.0010834236186352,2.037859007832898,2.2561751973516677,2.4317058762677335,Medium Value Customers
120-1670,9,270,465263.73,3.1595341278439872,4.117493472584856,4.48943213649096,3.922153245639934,High Value Customers
120-1673,1,486,310469.54,4.4555796316359695,4.570496083550914,4.140565317035905,4.388880344074263,Top Customers
120-1674,153,70,58272.66,1.067172264355363,2.7284595300261096,2.2867328749681692,2.027454889783214,Medium Value Customers
120-1682,273,2,709.98,0.5010834236186349,0.2245430809399477,0.08912655971479505,0.2715843547577925,Lost Customers
120-1687,8,65,124828.09,3.2516251354279526,2.64621409921671,3.149987267634326,3.0159421674263296,High Value Customers
120-1694,15,69,421846.27999999997,2.787107258938245,2.7075718015665795,4.402852049910874,3.2991770368052324,High Value Customers
120-1696,28,110,178102.34,2.2914409534127844,3.1775456919060048,3.580341227400051,3.0164426242396134,High Value Customers
120-1700,241,1,213.42,0.6202600216684725,0.0,0.02037178507766745,0.21354393558204665,Lost Customers
120-2013,0,501,249866.28,5.0,4.596605744125327,3.9521263050674817,4.516244016397603,Top Customers
120-2017,0,760,401771.09,5.0,4.856396866840731,4.3722943722943715,4.7428970797117005,Top Customers
120-2019,50,108,135849.18,1.8282773564463706,3.1631853785900783,3.264578558696206,2.7520137645775513,Medium Value Customers
120-2024,223,9,2420.58,0.6947453954496209,1.0300261096605743,0.33104150751209577,0.6852710042074304,Lost Customers
120-2035,0,298,237577.61,5.0,4.218015665796345,3.8808250572956458,4.366280241030664,Top Customers
120-2038,7,54,332212.48,3.3816359696641385,2.502610966057441,4.206773618538325,3.3636735180866344,High Value Customers
120-2039,24,38,38947.79,2.3848862405200433,2.174934725848564,1.9073083778966133,2.15570978142174,Medium Value Customers
120-2053,1,532,1195088.9,4.4555796316359695,4.642297650130549,5.0,4.6992924272555054,Top Customers
120-2058,2,712,336505.48,4.0885698808234014,4.818537859007833,4.2169595110771585,4.374689083636131,Top Customers
120-2062,1,479,2097430.78,4.4555796316359695,4.5600522193211495,5.0,4.671877283652373,Top Customers
120-2070,4,50,64316.689999999995,3.698537378114843,2.4412532637075715,2.3885918003565063,2.8427941473929734,Medium Value Customers
120-2072,1,37,53734.28,4.4555796316359695,2.1475195822454305,2.2052457346574994,2.9361149828463,Medium Value Customers
120-2078,49,9,20765.23,1.8567172264355363,1.0300261096605743,1.4107461166284696,1.4324964842415264,Low Value Customers
120-2082,2,405,269598.53,4.0885698808234014,4.450391644908616,4.048892284186402,4.195951269972806,Top Customers
120-2083,6,202,446518.61,3.5387323943661975,3.8342036553524803,4.448688566335625,3.9405415386847675,High Value Customers
120-2086,35,107,90182.73,2.0991332611050924,3.1514360313315923,2.7450980392156863,2.6652224438841237,Medium Value Customers
120-2089,6,485,264413.54,3.5387323943661975,4.565274151436031,4.020881079704609,4.041629208502279,Top Customers
120-2097,309,1,1034.09,0.31419284940411707,0.0,0.1400560224089635,0.15141629060436018,Lost Customers
120-2099,52,46,134225.0,1.7984832069339114,2.366840731070496,3.2442067736185387,2.4698435705409816,Medium Value Customers
120-2103,2,225,166194.74,4.0885698808234014,3.928198433420365,3.4886681945505473,3.835145502931438,High Value Customers
120-2104,2,112,78127.01,4.0885698808234014,3.199738903394256,2.5897631779984724,3.2926906540720426,High Value Customers
120-2106,23,20,8086.0599999999995,2.437703141928494,1.6305483028720624,0.7715813598166541,1.6132776015390702,Low Value Customers
120-2116,49,52,22299.9,1.8567172264355363,2.484334203655352,1.448943213649096,1.9299982145799948,Low Value Customers
120-2118,3,74,55042.83,3.8434452871072593,2.797650130548303,2.230710466004584,2.957268627886715,Medium Value Customers
120-2121,0,231,159922.55,5.0,3.95953002610966,3.442831678125796,4.134120568078485,Top Customers
120-2137,0,83,304473.5,5.0,2.9177545691906004,4.130379424497072,4.016044664562557,Top Customers
120-2150,154,5,104902.51000000001,1.0576923076923077,0.6736292428198432,2.928444104914693,1.5532552184756145,Low Value Customers
120-2157,2,124,157511.38,4.0885698808234014,3.322454308093995,3.4199134199134202,3.6103125362769384,High Value Customers
120-2161,6,177,164159.16999999998,3.5387323943661975,3.702349869451697,3.4581105169340463,3.56639759358398,High Value Customers
120-2166,16,113,75425.75,2.718039003250271,3.2167101827676237,2.5668449197860963,2.8338647019346634,Medium Value Customers
120-2168,0,362,820595.91,5.0,4.369451697127937,4.84593837535014,4.738463357492692,Top Customers
120-2173,17,21,62276.630000000005,2.6476164680390033,1.6697127937336813,2.3478482302011714,2.221725830657952,Medium Value Customers
120-2175,13,125,114528.75,2.9130552546045503,3.3394255874673626,3.0455818691112806,3.0993542370610645,High Value Customers
120-2181,16,46,29851.86,2.718039003250271,2.366840731070496,1.6755793226381461,2.2534863523196376,Medium Value Customers
120-2185,9,5,58901.909999999996,3.1595341278439872,0.6736292428198432,2.304558186911128,2.0459071858583195,Medium Value Customers
120-2189,5,417,1822788.82,3.636240520043337,4.463446475195822,5.0,4.366562331746386,Top Customers
120-2193,126,51,50221.979999999996,1.2161430119176597,2.4660574412532634,2.151769798828622,1.9446567506665149,Low Value Customers
120-2195,152,11,23568.89,1.073943661971831,1.1540469973890337,1.4896867838044308,1.2392258143884318,Low Value Customers
120-2196,15,74,85595.84,2.787107258938245,2.797650130548303,2.6737967914438503,2.752851393643466,Medium Value Customers
120-2197,0,1249,1021481.75,5.0,5.0,5.0,5.0,Top Customers
120-2204,33,84,117705.73,2.130281690140845,2.9347258485639687,3.0863254392666155,2.717110992657143,Medium Value Customers
120-2209,224,4,4435.26,0.6879739978331527,0.54177545691906,0.557677616501146,0.5958090237511195,Lost Customers
120-2216,399,12,7446.76,0.0,1.2180156657963446,0.7384772090654445,0.6521642916205963,Lost Customers
120-2219,0,1717,1421202.99,5.0,5.0,5.0,5.0,Top Customers
120-2228,16,313,266869.61,2.718039003250271,4.2441253263707575,4.028520499108734,3.6635616095765875,High Value Customers
120-2232,0,346,322960.4,5.0,4.338120104438643,4.181308887191241,4.506476330543294,Top Customers
120-2238,4,207,217070.87,3.698537378114843,3.860313315926893,3.7866055513114336,3.7818187484510566,High Value Customers
120-2239,0,2264,921859.58,5.0,5.0,5.0,5.0,Top Customers
120-2244,33,126,650817.96,2.130281690140845,3.35378590078329,4.7186147186147185,3.400894103179618,High Value Customers
120-2246,2,581,1143408.31,4.0885698808234014,4.68798955613577,5.0,4.59218647898639,Top Customers
120-2249,23,23,33421.98,2.437703141928494,1.7597911227154046,1.7672523554876498,1.9882488733771828,Low Value Customers
120-2253,13,86,215186.87,2.9130552546045503,2.977806788511749,3.7687802393684744,3.219880760828258,High Value Customers
120-2263,211,6,9223.06,0.7529794149512461,0.7832898172323759,0.8607079195314491,0.7989923839050237,Lost Customers
120-2265,3,212,235256.28,3.8434452871072593,3.8877284595300257,3.8680926916221035,3.866422146086463,High Value Customers
120-2273,2,796,1092966.99,4.0885698808234014,5.0,5.0,4.696189960274467,Top Customers
120-2278,0,2772,1556113.18,5.0,5.0,5.0,5.0,Top Customers
120-2282,10,111,168091.88,3.070151679306609,3.1866840731070494,3.5014005602240896,3.2527454375459155,High Value Customers
120-2286,0,41,38173.86,5.0,2.2624020887728458,1.8767507002801118,3.0463842630176523,High Value Customers
120-2290,7,55,57588.83,3.3816359696641385,2.519582245430809,2.2714540361599185,2.724224083751622,Medium Value Customers
120-2355,14,94,140414.33,2.8439869989165762,3.0561357702349867,3.300229182582124,3.066783983911229,High Value Customers
120-2356,5,367,130170.7,3.636240520043337,4.3877284595300265,3.2136490960020376,3.745872691858467,High Value Customers
120-2363,8,97,66741.32,3.2516251354279526,3.0744125326370755,2.444614209320092,2.9235506257950403,Medium Value Customers
120-2372,6,129,607728.86,3.5387323943661975,3.37597911227154,4.695696460402343,3.87013598901336,High Value Customers
120-2391,8,41,113109.24,3.2516251354279526,2.2624020887728458,3.0328495034377387,2.8489589092128456,Medium Value Customers
120-2400,0,70,176591.51,5.0,2.7284595300261096,3.5777947542653425,3.7687514280971506,High Value Customers
120-2401,17,42,15589.89,2.6476164680390033,2.293733681462141,1.1790170613700026,2.0401224036237156,Medium Value Customers
120-2405,248,1,2138.78,0.5918201516793068,0.0,0.2877514642220526,0.29319053863378647,Lost Customers
120-2411,419,23,20216.02,0.0,1.7597911227154046,1.395467277820219,1.0517528001785412,Low Value Customers
120-2415,182,4,5664.18,0.9019501625135429,0.54177545691906,0.6315253374076906,0.6917503189467644,Lost Customers
120-2424,3,85,722482.01,3.8434452871072593,2.955613577023499,4.774637127578305,3.8578986639030206,High Value Customers
120-2425,153,4,2329.83,1.067172264355363,0.54177545691906,0.3157626687038453,0.641570129992756,Lost Customers
120-2428,10,61,112138.15,3.070151679306609,2.601827676240209,3.0175706646294884,2.8965166733921017,Medium Value Customers
120-2500,10,108,94269.24,3.070151679306609,3.1631853785900783,2.7934810287751466,3.008939362223944,High Value Customers
120-2506,21,22,17624.190000000002,2.5257313109425787,1.7114882506527411,1.2783295136236312,1.8385163584063169,Low Value Customers
120-2508,6,64,63788.2,3.5387323943661975,2.6383812010443863,2.3758594346829645,2.8509910100311826,Medium Value Customers
120-2515,1,140,66113.17,4.4555796316359695,3.454308093994778,2.434428316781258,3.4481053474706687,High Value Customers
120-2516,6,389,857731.37,3.5387323943661975,4.424281984334204,4.8637636872930985,4.2755926886645,Top Customers
120-2532,2,13,14540.79,4.0885698808234014,1.2885117493472582,1.115355233002292,2.1641456210576506,Medium Value Customers
120-2550,9,19,47525.82,3.1595341278439872,1.590078328981723,2.095747389865037,2.281786615563582,Medium Value Customers
120-2551,2,118,112906.69,4.0885698808234014,3.2676240208877285,3.025210084033614,3.4604679952482478,High Value Customers
120-2555,2,454,285670.77,4.0885698808234014,4.51958224543081,4.099821746880571,4.235991291044927,Top Customers
120-2557,69,5,10886.51,1.6170097508125676,0.6736292428198432,0.967659791189203,1.0860995949405379,Low Value Customers
120-2559,166,63,19396.010000000002,0.9737269772481041,2.6279373368146213,1.370002546473135,1.6572222868452866,Low Value Customers
120-2582,0,938,974096.72,5.0,5.0,5.0,5.0,Top Customers
